,idListaCobro,idEmisora,TipoEnvio,BancoSimplificado,idCredito,consecutivoCobro,idBanco,montoExigible,montoCobrar,montoCobrado,fechaCobroBanco,idRespuestaBanco,CobroExitoso
1424755,159060,18,TRADICIONAL,BBVA,672725,42856987,12,1999.99,1999.99,0.0,,4.0,False
1425708,159067,9,TRADICIONAL,SANTANDER,476312,42861812,14,257.27,257.27,0.0,,3.0,False
1425723,159067,9,TRADICIONAL,SANTANDER,615070,42861973,14,151.66,151.66,0.0,,8.0,False
1425897,159067,9,TRADICIONAL,SANTANDER,691216,42861701,14,146.01,146.01,0.0,,8.0,False
1426035,159067,9,TRADICIONAL,SANTANDER,710519,42861656,14,353.84,353.84,0.0,,8.0,False
1430817,159109,21,EN LINEA,BBVA,703067,42887717,12,234.13,234.13,0.0,,3.0,False
1431862,159118,25,INTERBANCARIO,BBVA,389063,42894321,36,1066.97,1066.97,0.0,,3.0,False
1431864,159118,25,INTERBANCARIO,BBVA,391478,42894322,36,1368.98,1368.98,0.0,,3.0,False
1431872,159118,25,INTERBANCARIO,BBVA,447876,42890758,127,398.88,398.88,398.88,13/03/2025,0.0,True
1431873,159118,25,INTERBANCARIO,BBVA,453914,42890870,21,109.34,109.34,0.0,,2.0,False
1431895,159118,25,INTERBANCARIO,BBVA,518387,42890907,21,785.94,785.94,0.0,,2.0,False
1431896,159118,25,INTERBANCARIO,BBVA,518793,42896925,58,2031.62,2031.62,0.0,,3.0,False
1431898,159118,25,INTERBANCARIO,BBVA,522445,42891003,30,1077.94,1077.94,0.0,,3.0,False
1431903,159118,25,INTERBANCARIO,BBVA,526522,42896907,44,1010.57,1010.57,0.0,,1.0,False
1431904,159118,25,INTERBANCARIO,BBVA,528406,42896900,44,847.98,847.98,0.0,,3.0,False
1431906,159118,25,INTERBANCARIO,BBVA,528880,42896905,44,3368.58,3368.58,0.0,,1.0,False
1431914,159118,25,INTERBANCARIO,BBVA,541549,42890853,21,4062.79,4062.79,0.0,,8.0,False
1431919,159118,25,INTERBANCARIO,BBVA,552678,42896948,62,601.28,601.28,0.0,,3.0,False
1431930,159118,25,INTERBANCARIO,BBVA,598068,42890830,21,1619.04,1619.04,0.0,,1.0,False
1431939,159118,25,INTERBANCARIO,BBVA,604742,42890954,21,1360.72,1360.72,0.0,,1.0,False
1431949,159118,25,INTERBANCARIO,BBVA,627680,42890878,21,620.7,620.7,620.7,13/03/2025,0.0,True
1432009,159118,25,INTERBANCARIO,BBVA,659935,42896901,44,1058.7,1058.7,0.0,,8.0,False
1432029,159118,25,INTERBANCARIO,BBVA,671621,42890893,21,1467.45,1467.45,0.0,,8.0,False
1432044,159118,25,INTERBANCARIO,BBVA,677784,42890967,21,305.0,305.0,305.0,13/03/2025,0.0,True
1432057,159118,25,INTERBANCARIO,BBVA,687200,42890955,21,915.7,915.7,0.0,,8.0,False
1432060,159118,25,INTERBANCARIO,BBVA,687897,42890822,21,117.04,117.04,117.04,13/03/2025,0.0,True
1432065,159118,25,INTERBANCARIO,BBVA,689356,42890937,21,1771.83,1771.83,1771.83,13/03/2025,0.0,True
1432092,159118,25,INTERBANCARIO,BBVA,699721,42890855,21,556.33,556.33,556.33,13/03/2025,0.0,True
1432118,159118,25,INTERBANCARIO,BBVA,708778,42890770,127,764.66,764.66,0.0,,3.0,False
1432126,159118,25,INTERBANCARIO,BBVA,712638,42890977,21,1005.97,1005.97,1005.97,13/03/2025,0.0,True
1432128,159118,25,INTERBANCARIO,BBVA,715699,42890754,127,625.78,625.78,0.0,,3.0,False
1432141,159118,25,INTERBANCARIO,BBVA,729097,42890857,21,1020.02,1020.02,1020.02,13/03/2025,0.0,True
1432144,159118,25,INTERBANCARIO,BBVA,729992,42890990,21,1872.35,1872.35,0.0,,8.0,False
1432145,159118,25,INTERBANCARIO,BBVA,730040,42890858,21,1326.6,1326.6,0.0,,8.0,False
1432156,159118,25,INTERBANCARIO,BBVA,734263,42890755,127,498.13,498.13,498.13,13/03/2025,0.0,True
1432158,159118,25,INTERBANCARIO,BBVA,735227,42890980,21,486.75,486.75,0.0,,8.0,False
1432161,159118,25,INTERBANCARIO,BBVA,738585,42890794,127,498.13,498.13,498.13,13/03/2025,0.0,True
1432709,159122,6,TRADICIONAL,BBVA,650890,42897496,12,792.19,792.19,0.0,,4.0,False
1432714,159122,6,TRADICIONAL,BBVA,652144,42897501,12,954.19,954.19,0.0,,4.0,False
1432732,159122,6,TRADICIONAL,BBVA,655037,42897519,12,525.03,525.03,0.0,,4.0,False
1432878,159122,6,TRADICIONAL,BBVA,690412,42897665,12,381.68,381.68,0.0,,4.0,False
1432891,159122,6,TRADICIONAL,BBVA,691820,42897678,12,702.4,702.4,0.0,,4.0,False
1432940,159122,6,TRADICIONAL,BBVA,698291,42897727,12,3532.76,3532.76,0.0,,4.0,False
1434622,159126,6,TRADICIONAL,BBVA,408117,42901333,12,358.27,358.27,0.0,,4.0,False
1435490,159126,6,TRADICIONAL,BBVA,650534,42902201,12,672.6,672.6,0.0,,4.0,False
1436238,159126,6,TRADICIONAL,BBVA,688934,42902949,12,328.09,328.09,0.0,,4.0,False
1437884,159130,5,TRADICIONAL,BANAMEX,648891,42904382,2,922.87,922.87,0.0,,4.0,False
1437944,159130,5,TRADICIONAL,BANAMEX,732215,42904442,2,782.22,782.22,782.22,12/03/2025,0.0,True
1438045,159131,5,TRADICIONAL,BANAMEX,672076,42904543,2,183.25,183.25,0.0,,4.0,False
1440669,159139,25,INTERBANCARIO,BBVA,483115,42909754,21,401.98,401.98,0.0,,1.0,False
1440670,159139,25,INTERBANCARIO,BBVA,484737,42911336,21,837.51,837.51,0.0,,1.0,False
1440674,159139,25,INTERBANCARIO,BBVA,529936,42911826,21,520.73,520.73,0.0,,1.0,False
1440675,159139,25,INTERBANCARIO,BBVA,537714,42909931,21,866.91,866.91,0.0,,2.0,False
1440676,159139,25,INTERBANCARIO,BBVA,566130,42910885,21,834.5,834.5,0.0,,1.0,False
1440677,159139,25,INTERBANCARIO,BBVA,567200,42912125,21,333.8,333.8,0.0,,2.0,False
1440682,159139,25,INTERBANCARIO,BBVA,577938,42910113,21,862.35,862.35,862.35,13/03/2025,0.0,True
1440685,159139,25,INTERBANCARIO,BBVA,579656,42910114,21,685.23,685.23,685.23,13/03/2025,0.0,True
1440687,159139,25,INTERBANCARIO,BBVA,580110,42910401,21,2052.87,2052.87,2052.87,13/03/2025,0.0,True
1440688,159139,25,INTERBANCARIO,BBVA,580277,42911980,21,969.22,969.22,0.0,,1.0,False
1440690,159139,25,INTERBANCARIO,BBVA,580402,42911668,21,1669.0,1669.0,1669.0,13/03/2025,0.0,True
1440692,159139,25,INTERBANCARIO,BBVA,580712,42911827,21,222.53,222.53,0.0,,1.0,False
1440693,159139,25,INTERBANCARIO,BBVA,580804,42910115,21,1101.49,1101.49,1101.49,13/03/2025,0.0,True
1440701,159139,25,INTERBANCARIO,BBVA,582864,42909934,21,417.25,417.25,0.0,,1.0,False
1440702,159139,25,INTERBANCARIO,BBVA,582874,42910117,21,278.17,278.17,278.17,13/03/2025,0.0,True
1440708,159139,25,INTERBANCARIO,BBVA,584350,42911669,21,595.95,595.95,0.0,,1.0,False
1440710,159139,25,INTERBANCARIO,BBVA,585465,42911828,21,556.33,556.33,0.0,,1.0,False
1440711,159139,25,INTERBANCARIO,BBVA,585592,42911182,21,556.33,556.33,0.0,,1.0,False
1440713,159139,25,INTERBANCARIO,BBVA,587357,42911507,21,556.33,556.33,0.0,,1.0,False
1440714,159139,25,INTERBANCARIO,BBVA,589191,42910890,21,1390.83,1390.83,0.0,,8.0,False
1440716,159139,25,INTERBANCARIO,BBVA,590270,42911339,21,1234.31,1234.31,0.0,,2.0,False
1440718,159139,25,INTERBANCARIO,BBVA,591667,42911040,21,1932.03,1932.03,1932.03,13/03/2025,0.0,True
1440725,159139,25,INTERBANCARIO,BBVA,602563,42912278,21,834.5,834.5,0.0,,2.0,False
1440726,159139,25,INTERBANCARIO,BBVA,603460,42911981,21,310.98,310.98,0.0,,1.0,False
1440728,159139,25,INTERBANCARIO,BBVA,603651,42910120,21,715.0,715.0,0.0,,1.0,False
1440730,159139,25,INTERBANCARIO,BBVA,604512,42911508,21,2753.85,2753.85,0.0,,4.0,False
1440733,159139,25,INTERBANCARIO,BBVA,607570,42911673,21,1496.54,1496.54,0.0,,2.0,False
1440739,159139,25,INTERBANCARIO,BBVA,610557,42911982,21,969.97,969.97,0.0,,1.0,False
1440742,159139,25,INTERBANCARIO,BBVA,611076,42911510,21,556.33,556.33,0.0,,2.0,False
1440748,159139,25,INTERBANCARIO,BBVA,612144,42909760,21,1530.22,1530.22,0.0,,8.0,False
1440751,159139,25,INTERBANCARIO,BBVA,612255,42910121,21,645.38,645.38,0.0,,1.0,False
1440754,159139,25,INTERBANCARIO,BBVA,612389,42910279,21,1939.99,1939.99,1939.99,13/03/2025,0.0,True
1440757,159139,25,INTERBANCARIO,BBVA,612516,42910403,21,938.67,938.67,0.0,,2.0,False
1440758,159139,25,INTERBANCARIO,BBVA,612578,42911043,21,1863.71,1863.71,0.0,,8.0,False
1440761,159139,25,INTERBANCARIO,BBVA,613311,42910893,21,669.93,669.93,0.0,,2.0,False
1440765,159139,25,INTERBANCARIO,BBVA,613752,42910894,21,1622.05,1622.05,0.0,,2.0,False
1440766,159139,25,INTERBANCARIO,BBVA,614017,42911341,21,1696.82,1696.82,0.0,,2.0,False
1440772,159139,25,INTERBANCARIO,BBVA,615244,42911184,21,2308.26,2308.26,0.0,,2.0,False
1440774,159139,25,INTERBANCARIO,BBVA,615852,42909762,21,500.0,500.0,0.0,,2.0,False
1440776,159139,25,INTERBANCARIO,BBVA,616361,42910895,21,890.63,890.63,0.0,,2.0,False
1440782,159139,25,INTERBANCARIO,BBVA,617145,42910405,21,1001.24,1001.24,1001.24,13/03/2025,0.0,True
1440788,159139,25,INTERBANCARIO,BBVA,618346,42910582,21,1123.18,1123.18,0.0,,8.0,False
1440789,159139,25,INTERBANCARIO,BBVA,618356,42911834,21,1607.69,1607.69,0.0,,2.0,False
1440793,159139,25,INTERBANCARIO,BBVA,619088,42911044,21,556.34,556.34,0.0,,1.0,False
1440799,159139,25,INTERBANCARIO,BBVA,620616,42909939,21,1110.76,1110.76,0.0,,8.0,False
1440801,159139,25,INTERBANCARIO,BBVA,621159,42909940,21,299.97,299.97,0.0,,2.0,False
1440813,159139,25,INTERBANCARIO,BBVA,623049,42909941,21,1390.83,1390.83,1390.83,13/03/2025,0.0,True
1440825,159139,25,INTERBANCARIO,BBVA,624540,42911518,21,693.0,693.0,0.0,,4.0,False
1440832,159139,25,INTERBANCARIO,BBVA,625988,42911347,21,732.89,732.89,0.0,,1.0,False
1440838,159139,25,INTERBANCARIO,BBVA,626790,42911348,21,254.69,254.69,0.0,,1.0,False
1440840,159139,25,INTERBANCARIO,BBVA,626985,42910744,21,963.99,963.99,0.0,,1.0,False
1440841,159139,25,INTERBANCARIO,BBVA,627179,42909942,21,2137.98,2137.98,2137.98,13/03/2025,0.0,True
1440849,159139,25,INTERBANCARIO,BBVA,628147,42912283,21,1031.23,1031.23,1031.23,13/03/2025,0.0,True
1440850,159139,25,INTERBANCARIO,BBVA,628213,42910130,21,333.8,333.8,333.8,13/03/2025,0.0,True
1440852,159139,25,INTERBANCARIO,BBVA,628394,42911188,21,344.18,344.18,344.18,13/03/2025,0.0,True
1440855,159139,25,INTERBANCARIO,BBVA,628860,42911677,21,229.97,229.97,0.0,,1.0,False
1440860,159139,25,INTERBANCARIO,BBVA,629174,42910901,21,1198.9,1198.9,0.0,,1.0,False
1440869,159139,25,INTERBANCARIO,BBVA,630391,42911351,21,278.17,278.17,278.17,13/03/2025,0.0,True
1440879,159139,25,INTERBANCARIO,BBVA,633723,42910133,21,1459.97,1459.97,0.0,,1.0,False
1440881,159139,25,INTERBANCARIO,BBVA,633873,42911522,21,938.67,938.67,938.67,13/03/2025,0.0,True
1440883,159139,25,INTERBANCARIO,BBVA,634006,42911838,21,2022.27,2022.27,2022.27,13/03/2025,0.0,True
1440888,159139,25,INTERBANCARIO,BBVA,634443,42910135,21,484.01,484.01,484.01,13/03/2025,0.0,True
1440889,159139,25,INTERBANCARIO,BBVA,634607,42911353,21,695.42,695.42,0.0,,2.0,False
1440898,159139,25,INTERBANCARIO,BBVA,635662,42910414,21,1529.33,1529.33,1529.33,13/03/2025,0.0,True
1440909,159139,25,INTERBANCARIO,BBVA,637552,42911354,21,1615.82,1615.82,0.0,,2.0,False
1440910,159139,25,INTERBANCARIO,BBVA,637563,42912138,21,2781.66,2781.66,0.0,,1.0,False
1440911,159139,25,INTERBANCARIO,BBVA,637840,42911192,21,940.19,940.19,0.0,,1.0,False
1440916,159139,25,INTERBANCARIO,BBVA,638208,42911990,21,935.54,935.54,935.54,13/03/2025,0.0,True
1440917,159139,25,INTERBANCARIO,BBVA,638327,42911991,21,625.77,625.77,625.77,13/03/2025,0.0,True
1440919,159139,25,INTERBANCARIO,BBVA,638508,42912139,21,1388.03,1388.03,0.0,,2.0,False
1440920,159139,25,INTERBANCARIO,BBVA,638529,42910590,21,834.49,834.49,0.0,,2.0,False
1440925,159139,25,INTERBANCARIO,BBVA,638901,42911992,21,585.95,585.95,0.0,,2.0,False
1440927,159139,25,INTERBANCARIO,BBVA,639244,42910416,21,549.68,549.68,0.0,,2.0,False
1440942,159139,25,INTERBANCARIO,BBVA,641684,42912293,21,417.24,417.24,0.0,,2.0,False
1440948,159139,25,INTERBANCARIO,BBVA,642030,42910748,21,312.89,312.89,312.89,13/03/2025,0.0,True
1440955,159139,25,INTERBANCARIO,BBVA,642738,42911993,21,622.81,622.81,0.0,,2.0,False
1440959,159139,25,INTERBANCARIO,BBVA,644079,42909948,21,514.6,514.6,0.0,,1.0,False
1440963,159139,25,INTERBANCARIO,BBVA,644317,42911355,21,1384.98,1384.98,1384.98,13/03/2025,0.0,True
1440965,159139,25,INTERBANCARIO,BBVA,644445,42911847,21,612.49,612.49,0.0,,2.0,False
1440968,159139,25,INTERBANCARIO,BBVA,644616,42909949,21,139.08,139.08,0.0,,8.0,False
1440970,159139,25,INTERBANCARIO,BBVA,644817,42910749,21,685.95,685.95,685.95,13/03/2025,0.0,True
1440975,159139,25,INTERBANCARIO,BBVA,645298,42910420,21,677.67,677.67,677.67,13/03/2025,0.0,True
1440982,159139,25,INTERBANCARIO,BBVA,645481,42910595,21,1388.03,1388.03,0.0,,2.0,False
1440990,159139,25,INTERBANCARIO,BBVA,645864,42910138,21,695.42,695.42,0.0,,2.0,False
1440997,159139,25,INTERBANCARIO,BBVA,646189,42911200,21,1868.28,1868.28,1868.28,13/03/2025,0.0,True
1441000,159139,25,INTERBANCARIO,BBVA,646519,42911853,21,904.04,904.04,0.0,,1.0,False
1441003,159139,25,INTERBANCARIO,BBVA,646582,42911358,21,499.99,499.99,0.0,,2.0,False
1441020,159139,25,INTERBANCARIO,BBVA,647206,42910139,21,517.39,517.39,0.0,,8.0,False
1441039,159139,25,INTERBANCARIO,BBVA,648431,42911364,21,470.1,470.1,0.0,,2.0,False
1441045,159139,25,INTERBANCARIO,BBVA,648780,42911365,21,636.97,636.97,636.97,13/03/2025,0.0,True
1441047,159139,25,INTERBANCARIO,BBVA,648808,42911055,21,865.48,865.48,865.48,13/03/2025,0.0,True
1441069,159139,25,INTERBANCARIO,BBVA,650220,42910144,21,2166.12,2166.12,2166.12,13/03/2025,0.0,True
1441073,159139,25,INTERBANCARIO,BBVA,650406,42910754,21,1444.55,1444.55,1444.55,13/03/2025,0.0,True
1441077,159139,25,INTERBANCARIO,BBVA,650668,42910599,21,1216.72,1216.72,1216.72,13/03/2025,0.0,True
1441078,159139,25,INTERBANCARIO,BBVA,650691,42910147,21,1134.92,1134.92,0.0,,1.0,False
1441083,159139,25,INTERBANCARIO,BBVA,650836,42912303,21,1028.0,1028.0,0.0,,4.0,False
1441085,159139,25,INTERBANCARIO,BBVA,650898,42911207,21,1112.66,1112.66,1112.66,13/03/2025,0.0,True
1441105,159139,25,INTERBANCARIO,BBVA,651833,42911692,21,535.04,535.04,535.04,13/03/2025,0.0,True
1441106,159139,25,INTERBANCARIO,BBVA,651972,42912147,21,1452.02,1452.02,0.0,,4.0,False
1441112,159139,25,INTERBANCARIO,BBVA,652655,42910428,21,667.6,667.6,667.6,13/03/2025,0.0,True
1441115,159139,25,INTERBANCARIO,BBVA,652734,42911065,21,1695.09,1695.09,0.0,,2.0,False
1441117,159139,25,INTERBANCARIO,BBVA,652961,42912002,21,394.99,394.99,0.0,,2.0,False
1441131,159139,25,INTERBANCARIO,BBVA,653845,42911068,21,695.41,695.41,0.0,,4.0,False
1441137,159139,25,INTERBANCARIO,BBVA,654158,42909784,21,1630.05,1630.05,1630.05,13/03/2025,0.0,True
1441138,159139,25,INTERBANCARIO,BBVA,654244,42910431,21,417.25,417.25,0.0,,1.0,False
1441141,159139,25,INTERBANCARIO,BBVA,654464,42911537,21,417.25,417.25,0.0,,1.0,False
1441174,159139,25,INTERBANCARIO,BBVA,656819,42911543,21,907.38,907.38,0.0,,2.0,False
1441179,159139,25,INTERBANCARIO,BBVA,657187,42912307,21,823.37,823.37,823.37,13/03/2025,0.0,True
1441188,159139,25,INTERBANCARIO,BBVA,657550,42912154,21,695.41,695.41,0.0,,4.0,False
1441194,159139,25,INTERBANCARIO,BBVA,657900,42911696,21,219.97,219.97,0.0,,8.0,False
1441200,159139,25,INTERBANCARIO,BBVA,658368,42912310,21,1877.33,1877.33,1877.33,13/03/2025,0.0,True
1441208,159139,25,INTERBANCARIO,BBVA,658969,42910914,21,973.58,973.58,0.0,,2.0,False
1441210,159139,25,INTERBANCARIO,BBVA,659249,42911697,21,556.33,556.33,556.33,13/03/2025,0.0,True
1441214,159139,25,INTERBANCARIO,BBVA,659569,42909964,21,687.07,687.07,687.07,13/03/2025,0.0,True
1441227,159139,25,INTERBANCARIO,BBVA,660013,42910156,21,552.0,552.0,0.0,,1.0,False
1441235,159139,25,INTERBANCARIO,BBVA,660210,42909792,21,1250.63,1250.63,1250.63,13/03/2025,0.0,True
1441245,159139,25,INTERBANCARIO,BBVA,660891,42912156,21,1390.83,1390.83,0.0,,2.0,False
1441246,159139,25,INTERBANCARIO,BBVA,660905,42911072,21,1844.21,1844.21,0.0,,3.0,False
1441250,159139,25,INTERBANCARIO,BBVA,661099,42909965,21,587.65,587.65,0.0,,8.0,False
1441258,159139,25,INTERBANCARIO,BBVA,661676,42910159,21,416.0,416.0,416.0,13/03/2025,0.0,True
1441263,159139,25,INTERBANCARIO,BBVA,662092,42910160,21,417.25,417.25,0.0,,1.0,False
1441264,159139,25,INTERBANCARIO,BBVA,662223,42911378,21,890.13,890.13,0.0,,1.0,False
1441268,159139,25,INTERBANCARIO,BBVA,662549,42910920,21,1112.67,1112.67,0.0,,8.0,False
1441279,159139,25,INTERBANCARIO,BBVA,663185,42909794,21,505.98,505.98,0.0,,8.0,False
1441293,159139,25,INTERBANCARIO,BBVA,664163,42910923,21,810.38,810.38,0.0,,1.0,False
1441296,159139,25,INTERBANCARIO,BBVA,664443,42912012,21,599.95,599.95,0.0,,4.0,False
1441299,159139,25,INTERBANCARIO,BBVA,664549,42911220,21,1162.57,1162.57,0.0,,1.0,False
1441306,159139,25,INTERBANCARIO,BBVA,664957,42910443,21,213.99,213.99,0.0,,2.0,False
1441309,159139,25,INTERBANCARIO,BBVA,665052,42909970,21,312.89,312.89,312.89,13/03/2025,0.0,True
1441313,159139,25,INTERBANCARIO,BBVA,665243,42909798,21,1248.96,1248.96,1248.96,13/03/2025,0.0,True
1441316,159139,25,INTERBANCARIO,BBVA,665403,42909799,21,764.66,764.66,0.0,,4.0,False
1441319,159139,25,INTERBANCARIO,BBVA,665824,42909971,21,1826.0,1826.0,1826.0,13/03/2025,0.0,True
1441336,159139,25,INTERBANCARIO,BBVA,666911,42910162,21,572.99,572.99,0.0,,4.0,False
1441337,159139,25,INTERBANCARIO,BBVA,666995,42910926,21,492.35,492.35,0.0,,1.0,False
1441343,159139,25,INTERBANCARIO,BBVA,667766,42911075,21,620.0,620.0,620.0,13/03/2025,0.0,True
1441372,159139,25,INTERBANCARIO,BBVA,671058,42909800,21,834.5,834.5,0.0,,3.0,False
1441376,159139,25,INTERBANCARIO,BBVA,671718,42912018,21,556.33,556.33,0.0,,2.0,False
1441382,159139,25,INTERBANCARIO,BBVA,673939,42912164,21,544.39,544.39,0.0,,1.0,False
1441408,159139,25,INTERBANCARIO,BBVA,675957,42910453,21,758.29,758.29,758.29,13/03/2025,0.0,True
1441414,159139,25,INTERBANCARIO,BBVA,676443,42911875,21,848.4,848.4,0.0,,1.0,False
1441441,159139,25,INTERBANCARIO,BBVA,677954,42912321,21,1168.64,1168.64,1168.64,13/03/2025,0.0,True
1441445,159139,25,INTERBANCARIO,BBVA,678013,42910933,21,969.95,969.95,969.95,13/03/2025,0.0,True
1441446,159139,25,INTERBANCARIO,BBVA,678029,42912169,21,1032.29,1032.29,0.0,,8.0,False
1441452,159139,25,INTERBANCARIO,BBVA,678237,42909982,21,503.92,503.92,0.0,,1.0,False
1441466,159139,25,INTERBANCARIO,BBVA,678774,42910457,21,1463.15,1463.15,1463.15,13/03/2025,0.0,True
1441470,159139,25,INTERBANCARIO,BBVA,679016,42911711,21,542.42,542.42,0.0,,1.0,False
1441488,159139,25,INTERBANCARIO,BBVA,679633,42912326,21,1033.08,1033.08,0.0,,3.0,False
1441515,159139,25,INTERBANCARIO,BBVA,680644,42912027,21,550.38,550.38,0.0,,8.0,False
1441544,159139,25,INTERBANCARIO,BBVA,683028,42911567,21,3337.99,3337.99,0.0,,2.0,False
1441549,159139,25,INTERBANCARIO,BBVA,683318,42910463,21,625.78,625.78,0.0,,1.0,False
1441555,159139,25,INTERBANCARIO,BBVA,683918,42911398,21,797.87,797.87,797.87,13/03/2025,0.0,True
1441572,159139,25,INTERBANCARIO,BBVA,684484,42911086,21,1399.98,1399.98,0.0,,8.0,False
1441609,159139,25,INTERBANCARIO,BBVA,685757,42912176,21,368.01,368.01,0.0,,8.0,False
1441612,159139,25,INTERBANCARIO,BBVA,685850,42909811,21,1246.99,1246.99,1246.99,13/03/2025,0.0,True
1441622,159139,25,INTERBANCARIO,BBVA,686241,42910943,21,457.03,457.03,0.0,,1.0,False
1441627,159139,25,INTERBANCARIO,BBVA,686529,42912179,21,524.01,524.01,0.0,,1.0,False
1441631,159139,25,INTERBANCARIO,BBVA,686660,42911088,21,511.82,511.82,0.0,,8.0,False
1441663,159139,25,INTERBANCARIO,BBVA,687362,42911576,21,3064.48,3064.48,0.0,,4.0,False
1441692,159139,25,INTERBANCARIO,BBVA,688315,42912182,21,1065.12,1065.12,0.0,,8.0,False
1441696,159139,25,INTERBANCARIO,BBVA,688419,42911408,21,2044.53,2044.53,2044.53,13/03/2025,0.0,True
1441698,159139,25,INTERBANCARIO,BBVA,688457,42911724,21,777.85,777.85,777.85,13/03/2025,0.0,True
1441705,159139,25,INTERBANCARIO,BBVA,688596,42912183,21,333.8,333.8,333.8,13/03/2025,0.0,True
1441718,159139,25,INTERBANCARIO,BBVA,688988,42911411,21,2879.53,2879.53,0.0,,1.0,False
1441734,159139,25,INTERBANCARIO,BBVA,689599,42910950,21,2061.21,2061.21,2061.21,13/03/2025,0.0,True
1441741,159139,25,INTERBANCARIO,BBVA,690062,42910002,21,1903.58,1903.58,0.0,,8.0,False
1441751,159139,25,INTERBANCARIO,BBVA,690607,42910639,21,382.33,382.33,382.33,13/03/2025,0.0,True
1441765,159139,25,INTERBANCARIO,BBVA,691163,42910953,21,556.33,556.33,556.33,13/03/2025,0.0,True
1441788,159139,25,INTERBANCARIO,BBVA,691834,42909753,21,571.96,571.96,0.0,,8.0,False
1441790,159139,25,INTERBANCARIO,BBVA,691857,42911414,21,979.14,979.14,979.14,13/03/2025,0.0,True
1441793,159139,25,INTERBANCARIO,BBVA,692043,42911246,21,556.33,556.33,556.33,13/03/2025,0.0,True
1441835,159139,25,INTERBANCARIO,BBVA,693694,42909850,21,3226.9,3226.9,0.0,,8.0,False
1441842,159139,25,INTERBANCARIO,BBVA,694065,42911249,21,440.89,440.89,0.0,,8.0,False
1441844,159139,25,INTERBANCARIO,BBVA,694161,42912045,21,737.14,737.14,0.0,,8.0,False
1441877,159139,25,INTERBANCARIO,BBVA,695519,42911104,21,984.71,984.71,984.71,13/03/2025,0.0,True
1441878,159139,25,INTERBANCARIO,BBVA,695531,42910485,21,3766.95,3766.95,3766.95,13/03/2025,0.0,True
1441882,159139,25,INTERBANCARIO,BBVA,695824,42910011,21,528.52,528.52,528.52,13/03/2025,0.0,True
1441935,159139,25,INTERBANCARIO,BBVA,697548,42911589,21,999.98,999.98,0.0,,8.0,False
1441941,159139,25,INTERBANCARIO,BBVA,697940,42910490,21,973.58,973.58,973.58,13/03/2025,0.0,True
1441963,159139,25,INTERBANCARIO,BBVA,698399,42911422,21,1029.21,1029.21,1029.21,13/03/2025,0.0,True
1441994,159139,25,INTERBANCARIO,BBVA,699412,42911912,21,3149.93,3149.93,3149.93,13/03/2025,0.0,True
1441995,159139,25,INTERBANCARIO,BBVA,699431,42911979,21,757.42,757.42,757.42,13/03/2025,0.0,True
1441999,159139,25,INTERBANCARIO,BBVA,699990,42910656,21,782.22,782.22,782.22,13/03/2025,0.0,True
1442001,159139,25,INTERBANCARIO,BBVA,700429,42910964,21,1112.67,1112.67,1112.67,13/03/2025,0.0,True
1442032,159139,25,INTERBANCARIO,BBVA,702708,42912198,21,1151.43,1151.43,1151.43,13/03/2025,0.0,True
1442053,159139,25,INTERBANCARIO,BBVA,703374,42911427,21,2036.98,2036.98,0.0,,8.0,False
1442075,159139,25,INTERBANCARIO,BBVA,703995,42911260,21,898.47,898.47,898.47,13/03/2025,0.0,True
1442079,159139,25,INTERBANCARIO,BBVA,704131,42911261,21,2549.17,2549.17,0.0,,1.0,False
1442105,159139,25,INTERBANCARIO,BBVA,705632,42910969,21,296.11,296.11,0.0,,8.0,False
1442194,159139,25,INTERBANCARIO,BBVA,707957,42910508,21,3000.0,3000.0,0.0,,8.0,False
1442206,159139,25,INTERBANCARIO,BBVA,708115,42910317,21,764.66,764.66,764.66,13/03/2025,0.0,True
1442208,159139,25,INTERBANCARIO,BBVA,708118,42910668,21,3366.98,3366.98,3366.98,13/03/2025,0.0,True
1442213,159139,25,INTERBANCARIO,BBVA,708204,42910669,21,556.33,556.33,556.33,13/03/2025,0.0,True
1442214,159139,25,INTERBANCARIO,BBVA,708210,42910035,21,3266.1,3266.1,0.0,,4.0,False
1442224,159139,25,INTERBANCARIO,BBVA,708333,42910510,21,2199.96,2199.96,0.0,,4.0,False
1442233,159139,25,INTERBANCARIO,BBVA,708509,42909873,21,1216.83,1216.83,0.0,,4.0,False
1442245,159139,25,INTERBANCARIO,BBVA,708883,42911924,21,382.33,382.33,382.33,13/03/2025,0.0,True
1442246,159139,25,INTERBANCARIO,BBVA,708887,42911610,21,1745.92,1745.92,0.0,,4.0,False
1442272,159139,25,INTERBANCARIO,BBVA,709594,42910976,21,1307.38,1307.38,1307.38,13/03/2025,0.0,True
1442273,159139,25,INTERBANCARIO,BBVA,709657,42910041,21,2025.29,2025.29,2025.29,13/03/2025,0.0,True
1442276,159139,25,INTERBANCARIO,BBVA,709760,42911442,21,999.99,999.99,0.0,,4.0,False
1442318,159139,25,INTERBANCARIO,BBVA,710933,42911274,21,445.07,445.07,0.0,,4.0,False
1442323,159139,25,INTERBANCARIO,BBVA,710994,42911765,21,1147.37,1147.37,0.0,,4.0,False
1442324,159139,25,INTERBANCARIO,BBVA,710997,42910323,21,667.6,667.6,0.0,,8.0,False
1442327,159139,25,INTERBANCARIO,BBVA,711134,42912073,21,382.33,382.33,0.0,,8.0,False
